Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,Status
khadlaj-island-dreams-for-unisex-extrait-de-parfum-100ml,Khadlaj Island Dreams For Unisex Extrait De Parfum 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,6.25,10.5,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-10-23T122630.353.jpg?v=1761211743&width=600,1,Khadlaj Island Dreams For Unisex Extrait De Parfum 100ml,FALSE,active
french-avenue-liquid-brun-for-men-edp-100ml,French Avenue Liquid Brun For Men Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,9.4,14.42,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-10-30T150224.639.jpg?v=1761825957&width=600,1,French Avenue Liquid Brun For Men Edp 100ml,FALSE,active
afnan-supremacy-collectors-edition-men-edp-100ml,Afnan Supremacy Collector's Edition-men-edp-100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,13.75,24.64,TRUE,TRUE,https://livish.com/cdn/shop/files/afnan-supremacy-collector-s-edition-eau-de-parfum-100-ml-man.jpg?v=1759217040&width=600,1,Afnan Supremacy Collector's Edition-men-edp-100ml,FALSE,active
khadlaj-island-vanilla-dunes-unisex-edp-100ml,Khadlaj-island Vanilla Dunes-unisex-edp-100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,6.25,10.5,TRUE,TRUE,https://livish.com/cdn/shop/files/375x500.106802.2x.avif?v=1758564407&width=600,1,Khadlaj-island Vanilla Dunes-unisex-edp-100ml,FALSE,active
lattafa-khamrah-unisex-edp-100ml,Lattafa Khamrah-unisex-edp-100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,8.75,13.5,TRUE,TRUE,https://livish.com/cdn/shop/files/2-60.jpg?v=1755667988&width=600,1,Lattafa Khamrah-unisex-edp-100ml,FALSE,active
khadlaj-island-unisex-edp-100ml,Khadlaj Island-unisex-edp-100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,7.5,10.5,TRUE,TRUE,https://livish.com/cdn/shop/files/khadlaj-unisex-island-extrait-de-parfum-spray-34-oz-fragrances-6291107978789_2.jpg?v=1758486543&width=600,1,Khadlaj Island-unisex-edp-100ml,FALSE,active
al-haramain-dehn-al-oudh-cambodi-100ml-with-3cc-tester,Al Haramain - Dehn Al Oudh Cambodi - 100ml (With 3cc Tester),,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,15.5,18.0,TRUE,TRUE,https://livish.com/cdn/shop/files/ahp1879_combo_1_cf09feaf-4552-4e17-b31a-26746ad3da7c.jpg?v=1755669311&width=600,1,Al Haramain - Dehn Al Oudh Cambodi - 100ml (With 3cc Tester),FALSE,active
french-avenue-vulcan-for-men-edp-100ml,French Avenue Vulcan For Men Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,8.8,14.42,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-10-30T143814.720.jpg?v=1761824557&width=600,1,French Avenue Vulcan For Men Edp 100ml,FALSE,active
khadlaj-cream-velvet-women-edp-100ml,Khadlaj Cream Velvet-Women-Edp-100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,7.5,13.35,TRUE,TRUE,https://livish.com/cdn/shop/files/khadlaj-fragancias-khadlaj-cream-velvet-edp-100ml-khadlaj-cream-velvet-edp-100ml-6291107978819-1171081025_600x_aeb0c826-8147-468d-b04c-55264ab5c45d.webp?v=1758477693&width=600,1,Khadlaj Cream Velvet-Women-Edp-100ml,FALSE,active
afnan-rare-reef-unisex-edp-100ml,Afnan Rare Reef-unisex-edp-100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,7.82,13.35,TRUE,TRUE,https://livish.com/cdn/shop/files/AFNANRAREREEF-UNISEX-EDP-100ML.avif?v=1755668588&width=600,1,Afnan Rare Reef-unisex-edp-100ml,FALSE,active
liquid-brun-limited-edition-french-avenue-unisex,Liquid Brun Limited Edition French Avenue - Unisex,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,13.13,20.0,TRUE,TRUE,https://livish.com/cdn/shop/files/6_15_62a55935-b5c9-4554-9bcd-a4bf1360e288.webp?v=1770898784&width=600,1,Liquid Brun Limited Edition French Avenue - Unisex,FALSE,active
rasasi-hawas-black-edp-for-men-100ml,Rasasi Hawas Black Edp For Men 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,8.75,18.0,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-12-07T105010_661-Picsart-AiImageEnhancer.jpg?v=1765097506&width=600,1,Rasasi Hawas Black Edp For Men 100ml,FALSE,active
lively-oud-jasmin-women-edt-100ml,Lively Oud Jasmin-women-edt-100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,5.63,12.0,TRUE,TRUE,https://livish.com/cdn/shop/files/41jceLl9q6L._UF894_1000_QL80.jpg?v=1762932726&width=600,1,Lively Oud Jasmin-women-edt-100ml,FALSE,active
french-avenue-mens-amber-empire-extrait-de-parfum-100ml,French Avenue Men's Amber Empire Extrait De Parfum 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,10.0,17.0,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-11-24T122920.516.jpg?v=1763980508&width=600,1,French Avenue Men's Amber Empire Extrait De Parfum 100ml,FALSE,active
afnan-perfumes-9-pm-unisex-elixir-100ml,Afnan Perfumes 9 Pm Unisex Elixir 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,10.0,16.38,TRUE,TRUE,https://livish.com/cdn/shop/files/9PM_ELIXIR-3.webp?v=1755668992&width=600,1,Afnan Perfumes 9 Pm Unisex Elixir 100ml,FALSE,active
lattafa-dynasty-unisex-edp-100ml,Lattafa Dynasty Unisex Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,5.0,5.4,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2026-03-19T144917.261.jpg?v=1773924620&width=600,1,Lattafa Dynasty Unisex Edp 100ml,FALSE,active
lively-casa-del-tobacco-men-edt-100ml,Lively Casa Del Tobacco-men-edt-100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,5.63,11.25,TRUE,TRUE,https://livish.com/cdn/shop/files/inchk-nj-cxg-gv-iyuye-45-xlz65-z-nvtv7zpv-sin-ok-k5.jpg?v=1759131038&width=600,1,Lively Casa Del Tobacco-men-edt-100ml,FALSE,active
carolina-herrera-herrera-men-edt-100ml,Carolina Herrera Herrera-men-edt-100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,17.5,29.25,TRUE,TRUE,https://livish.com/cdn/shop/files/herrera-edt-a-carolina-herrera-latest-perfume-for-him-klinq-8411061081600-20514161623203-ctykkcrjlkrsscxl_1.jpg?v=1759221016&width=600,1,Carolina Herrera Herrera-men-edt-100ml,FALSE,active
afnan-9pm-men-edp-100ml,Afnan 9pm-men-edp-100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,8.8,11.85,TRUE,TRUE,https://livish.com/cdn/shop/files/9-pm-product-01-ac1d61da-68bc-4cf8-8086-8cdc3accfbdf.jpg?v=1759143283&width=600,1,Afnan 9pm-men-edp-100ml,FALSE,active
rayhaan-crimson-unisex-edp-100ml,Rayhaan Crimson-unisex-edp-100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,8.13,13.35,TRUE,TRUE,https://livish.com/cdn/shop/files/RAYHAANCRIMSON-UNISEX-EDP-100ML.jpg?v=1755668741&width=600,1,Rayhaan Crimson-unisex-edp-100ml,FALSE,active
houbigant-quelques-fleurs-loriginal-women-edp-100ml,Houbigant Quelques Fleurs L'original-women-edp-100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,25.0,34.71,TRUE,TRUE,https://livish.com/cdn/shop/files/66b487ac-fe71-4e7c-b263-6c5c79fc3fc8.jpg?v=1755793189&width=600,1,Houbigant Quelques Fleurs L'original-women-edp-100ml,FALSE,active
western-valley-avenue-narcissus-women-edp-75ml,Western Valley Avenue Narcissus-Women-Edp-75Ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,25.0,32.0,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2026-01-20T124101.273.jpg?v=1768905724&width=600,1,Western Valley Avenue Narcissus-Women-Edp-75Ml,FALSE,active
abercrombie-fitch-fierce-for-men-edc-100ml,Abercrombie & Fitch Fierce For Men Edc 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,18.75,31.07,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-10-30T145439.928.jpg?v=1761825309&width=600,1,Abercrombie & Fitch Fierce For Men Edc 100ml,FALSE,active
paloma-picasso-paloma-picasso-women-edp-100ml,Paloma Picasso Paloma Picasso-women-edp-100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,16.25,24.64,TRUE,TRUE,https://livish.com/cdn/shop/files/paloma-picasso-edp-a-shop-online-women-perfume-klinq-3360370600062-31564935626915-uclfjzgbkojuekg2_1.jpg?v=1756900729&width=600,1,Paloma Picasso Paloma Picasso-women-edp-100ml,FALSE,active
lattafa-asad-elixir-men-edp-100ml,Lattafa Asad Elixir Men Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,5.0,5.4,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2026-03-19T143956.600.jpg?v=1773924119&width=600,1,Lattafa Asad Elixir Men Edp 100ml,FALSE,active
afnan-9pm-night-out-extrait-de-parfum-unisex-100-ml,Afnan 9PM Night Out Extrait De Parfum Unisex - 100 ML,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,12.0,13.5,TRUE,TRUE,https://livish.com/cdn/shop/files/72.webp?v=1770996325&width=600,1,Afnan 9PM Night Out Extrait De Parfum Unisex - 100 ML,FALSE,active
rasasi-hawas-kobra-edp-100-ml,Rasasi Hawas Kobra Edp 100 Ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,15.0,16.8,TRUE,TRUE,https://livish.com/cdn/shop/files/Screenshot2026-01-27164129.png?v=1769525053&width=600,1,Rasasi Hawas Kobra Edp 100 Ml,FALSE,active
armaf-club-de-nuit-intense-for-men-edp-200ml,Armaf Club De Nuit Intense For Men Edp 200ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,15.7,22.8,TRUE,TRUE,https://livish.com/cdn/shop/files/N41057395A_1.avif?v=1757506527&width=600,1,Armaf Club De Nuit Intense For Men Edp 200ml,FALSE,active
jean-paul-gaultier-le-beau-le-parfum-men-edp-intense-125ml,Jean Paul Gaultier Le Beau Le Parfum-men-edp Intense-125ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,33.8,56.85,TRUE,TRUE,https://livish.com/cdn/shop/files/le-beau-parfum-eau-de-parfum-intense.jpg?v=1759157716&width=600,1,Jean Paul Gaultier Le Beau Le Parfum-men-edp Intense-125ml,FALSE,active
fendi-life-essence-women-vapo-naturel-100ml,Fendi Life Essence-women-Vapo Naturel -100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,9.0,11.2,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-12-03T160000.482.jpg?v=1764770455&width=600,1,Fendi Life Essence-women-Vapo Naturel -100ml,FALSE,active
amaran-kings-queens-tobacco-unisex-edp-100ml,Amaran Kings & Queens Tobacco-unisex-edp-100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,5.63,10.5,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-12-03T143917.049.jpg?v=1764765598&width=600,1,Amaran Kings & Queens Tobacco-unisex-edp-100ml,FALSE,active
armaf-club-de-nuit-sillage-unisex-edp-105ml,Armaf Club De Nuit Sillage-unisex-edp -105ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,10.0,16.38,TRUE,TRUE,https://livish.com/cdn/shop/files/club-de-nuit-sillage-201119_with_bgc.png?v=1755667987&width=600,1,Armaf Club De Nuit Sillage-unisex-edp -105ml,FALSE,active
armaf-club-de-nuit-precieux-1-unisex-extrait-de-parfum-55ml,Armaf Club De Nuit Precieux 1-unisex-extrait De Parfum-55ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,15.7,25.62,TRUE,TRUE,https://livish.com/cdn/shop/files/cdn-precieux-6d394bb6e93149269312b4cd4d67bf2e.jpg?v=1755668144&width=600,1,Armaf Club De Nuit Precieux 1-unisex-extrait De Parfum-55ml,FALSE,active
les-senteurs-gourmandes-vanille-patchouli-unisex-edp-100ml,Les Senteurs Gourmandes-vanille Patchouli Unisex Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,12.2,14.7,TRUE,TRUE,https://livish.com/cdn/shop/files/Screenshot2025-07-31155554.png?v=1755668910&width=600,1,Les Senteurs Gourmandes-vanille Patchouli Unisex Edp 100ml,FALSE,active
franck-olivier-franck-olivier-women-edp-75ml,Franck Olivier Franck Olivier-women-edp-75ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,6.56,12.3,TRUE,TRUE,https://livish.com/cdn/shop/files/3516649401322-1-c95newkvgmyhn2ip-Picsart-AiImageEnhancer.jpg?v=1755668087&width=600,1,Franck Olivier Franck Olivier-women-edp-75ml,FALSE,active
gucci-rush-women-edt-75ml,Gucci Rush-women-edt-75ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,18.8,32.89,TRUE,TRUE,https://livish.com/cdn/shop/files/GUCCI_RUSH-WOMEN-EDT-75M.webp?v=1755668807&width=600,1,Gucci Rush-women-edt-75ml,FALSE,active
aramis-classic-men-edt-110ml,Aramis Classic-men-edt-110ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,8.13,11.0,TRUE,TRUE,https://livish.com/cdn/shop/files/aramis-012401xa-02.jpg?v=1759140583&width=600,1,Aramis Classic-men-edt-110ml,FALSE,active
rayhaan-elixir-gold-men-edp-100ml,Rayhaan Elixir Gold-men-edp-100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,7.5,12.3,TRUE,TRUE,https://livish.com/cdn/shop/files/rayhaan-mens-rayhaan-elixir-edp-spray-34-oz-fragrances-6297001571002.jpg?v=1759135190&width=600,1,Rayhaan Elixir Gold-men-edp-100ml,FALSE,active
armaf-club-de-nuit-intense-edt-for-men-105ml,Armaf Club De Nuit Intense Edt For Men - 105ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,8.75,14.42,TRUE,TRUE,https://livish.com/cdn/shop/files/armaf-mens-club-de-nuit-intense-edt-36-oz-105-ml-6085010044712_3.jpg?v=1757505310&width=600,1,Armaf Club De Nuit Intense Edt For Men - 105ml,FALSE,active
scherrer-2-edt-100ml-for-women,Scherrer 2 Edt 100ml For Women,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,16.25,21.0,TRUE,TRUE,https://livish.com/cdn/shop/files/golden-scent-perfume-jean-louis-scherrer-perfumes-scherrer-2-for-women-eau-de-toilette-5050456007806-1-1000x1000.jpg?v=1758442826&width=600,1,Scherrer 2 Edt 100ml For Women,FALSE,active
ahmed-al-maghribi-oud-roses-for-unisex-edp-60ml,Ahmed al Maghribi Oud & Roses For Unisex EDP 60ML,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,14.0,15.8,TRUE,TRUE,https://livish.com/cdn/shop/files/oud-roses.jpg?v=1757333004&width=600,1,Ahmed al Maghribi Oud & Roses For Unisex EDP 60ML,FALSE,active
chopard-happy-spirit-women-edp-75ml,Chopard Happy Spirit-women-edp-75ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,15.0,25.62,TRUE,TRUE,https://livish.com/cdn/shop/files/12B4A690-88AA-47BB-85BF-8FDFD6D96E3C.webp?v=1764527795&width=600,1,Chopard Happy Spirit-women-edp-75ml,FALSE,active
bill-blass-nude-women-edc-100ml,Bill Blass Nude-women-edc-100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,5.0,12.0,TRUE,TRUE,https://livish.com/cdn/shop/files/375x500.130.avif?v=1755668886&width=600,1,Bill Blass Nude-women-edc-100ml,FALSE,active
armaf-club-de-nuit-intense-men-body-spray-200ml,Armaf Club De Nuit Intense-men-body Spray-200ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,1.56,5.0,TRUE,TRUE,https://livish.com/cdn/shop/files/ArmafClubDeNuitIntenseBodySprayForMen200ml_720x_e9c0b7da-0f97-4219-8d98-b758ea0a46e4.jpg?v=1764771665&width=600,1,Armaf Club De Nuit Intense-men-body Spray-200ml,FALSE,active
my-perfumes-arabiyat-prestige-hamdan-the-sheikh-men-edp-75ml,My Perfumes Arabiyat Prestige Hamdan The Sheikh-men-edp-75ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,8.75,14.7,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-12-03T160659.739.jpg?v=1764770873&width=600,1,My Perfumes Arabiyat Prestige Hamdan The Sheikh-men-edp-75ml,FALSE,active
rayhaan-tropical-vibe-unisex-edp-100ml,Rayhaan-tropical Vibe- Unisex - Edp -100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,7.5,12.6,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-12-02T155045.969.jpg?v=1764683494&width=600,1,Rayhaan-tropical Vibe- Unisex - Edp -100ml,FALSE,active
estee-lauder-private-collection-50ml-for-women,Estee Lauder Private Collection 50ml For Women,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,17.5,21.54,TRUE,TRUE,https://livish.com/cdn/shop/files/private-collection-edp-a-estee-lauder-womena-s-perfume-klinq-027131019817-20487870578851-ne5n1hfl8e7vjcpm.jpg?v=1758003746&width=600,1,Estee Lauder Private Collection 50ml For Women,FALSE,active
essential-parfums-bois-imperial-for-unisex-edp-100ml,Essential Parfums Bois Imperial For Unisex Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,38.75,63.98,TRUE,TRUE,https://livish.com/cdn/shop/files/3770010614630.jpg?v=1758003056&width=600,1,Essential Parfums Bois Imperial For Unisex Edp 100ml,FALSE,active
riiffs-freeze-extrait-de-parfum-for-unisex-100ml,Riiffs Freeze Extrait de Parfum For Unisex 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,7.5,8.1,TRUE,TRUE,https://livish.com/cdn/shop/files/square-image-2026-03-31T165800.801.jpg?v=1774969147&width=600,1,Riiffs Freeze Extrait de Parfum For Unisex 100ml,FALSE,active
joop-homme-brown-men-edp-125ml,Joop Homme Brown-men-edp-125ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,11.25,18.9,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-12-03T160358.716.jpg?v=1764770698&width=600,1,Joop Homme Brown-men-edp-125ml,FALSE,active
armaf-odyssey-mandarin-sky-men-edp-100ml,Armaf Odyssey Mandarin Sky-men-edp-100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,6.25,11.25,TRUE,TRUE,https://livish.com/cdn/shop/files/fbf73635-494d-494a-a794-a7da62f11623-1000x1000-r5-jk4f-olx-wmom-gt-di0n-lnbm-dy69e-qxg-lbuczu-0ir.jpg?v=1759132060&width=600,1,Armaf Odyssey Mandarin Sky-men-edp-100ml,FALSE,active
french-avenue-spectre-ghost-unisex-edp-80ml,French Avenue Spectre Ghost Unisex Edp 80ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,8.8,12.25,TRUE,TRUE,https://livish.com/cdn/shop/files/s-l1600_85c96ff4-02f2-48ae-b6e9-362fb84b07a6.webp?v=1758564864&width=600,1,French Avenue Spectre Ghost Unisex Edp 80ml,FALSE,active
khadlaj-shiyaaka-shadow-unisex-100ml,Khadlaj-shiyaaka Shadow-unisex-100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,6.25,10.5,TRUE,TRUE,https://livish.com/cdn/shop/files/khadlaj-unisex-shiyaaka-shadow-edp-spray-34-oz-fragrances-6291107979359.jpg?v=1758485876&width=600,1,Khadlaj-shiyaaka Shadow-unisex-100ml,FALSE,active
elizabeth-arden-5th-avenue-edp-125ml-for-women,Elizabeth Arden 5th Avenue Edp 125ml For Women,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,8.13,11.38,TRUE,TRUE,https://livish.com/cdn/shop/files/5th-avenue-edp-l-elizabeth-arden-170616.jpg?v=1757938683&width=600,1,Elizabeth Arden 5th Avenue Edp 125ml For Women,FALSE,active
afnan-9-pm-rebel-unisex-edp-100ml,Afnan 9 Pm Rebel Unisex Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,10.0,14.0,TRUE,TRUE,https://livish.com/cdn/shop/files/afnan-unisex-9-pm-rebel-edp-spray-34-oz-fragrances-6290171075288.jpg?v=1757148220&width=600,1,Afnan 9 Pm Rebel Unisex Edp 100ml,FALSE,active
sirocco-unisex-edp-100ml,Sirocco -unisex-edp-100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,7.5,14.42,TRUE,TRUE,https://livish.com/cdn/shop/files/sirocco-edp-100-ml.jpg?v=1755668329&width=600,1,Sirocco -unisex-edp-100ml,FALSE,active
mancera-intense-cedrat-boise-unisex-extrait-de-parfum-120ml,Mancera Intense Cedrat Boise-unisex-extrait De Parfum-120ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,25.0,53.0,TRUE,TRUE,https://livish.com/cdn/shop/files/1669235163-3883994.jpg?v=1755668374&width=600,1,Mancera Intense Cedrat Boise-unisex-extrait De Parfum-120ml,FALSE,active
armaf-club-de-nuit-women-edp-105ml,Armaf Club De Nuit-women-edp-105ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,9.38,15.4,TRUE,TRUE,https://livish.com/cdn/shop/files/mhjy4mqptzsh_with_bgc.png?v=1755668409&width=600,1,Armaf Club De Nuit-women-edp-105ml,FALSE,active
gres-cabotine-women-edt-100ml,Gres Cabotine-women-edt-100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,5.0,9.15,TRUE,TRUE,https://livish.com/cdn/shop/files/cabotine-de-gres.webp?v=1767785265&width=600,1,Gres Cabotine-women-edt-100ml,FALSE,active
rayhaan-aquatica-for-men-edp-100ml,Rayhaan Aquatica For Men EDP 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,7.5,8.1,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2026-03-25T163116.707.jpg?v=1774449118&width=600,1,Rayhaan Aquatica For Men EDP 100ml,FALSE,active
