Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,Status
zimaya-musk-is-great-unisex-edp-100ml,Zimaya Musk Is Great-unisex-edp-100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,3.75,6.75,TRUE,TRUE,https://livish.com/cdn/shop/files/musk-is-great-211004_with_bgc.png?v=1755668396&width=600,1,Zimaya Musk Is Great-unisex-edp-100ml,FALSE,active
yves-saint-laurent-tuxedo-unisex-edp-125ml,Yves Saint Laurent Tuxedo-unisex-edp-125ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,106.25,122.0,TRUE,TRUE,https://livish.com/cdn/shop/files/3614270699733-1.jpg?v=1755668499&width=600,1,Yves Saint Laurent Tuxedo-unisex-edp-125ml,FALSE,active
sospiro-basso-unisex-edp-100ml,Sospiro Basso-unisex-edp-100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,68.76,109.9,TRUE,TRUE,https://livish.com/cdn/shop/files/sospiro-20-basso-20-edp-20001.jpg?v=1755668509&width=600,1,Sospiro Basso-unisex-edp-100ml,FALSE,active
thomas-kosmala-no10-desir-du-coeur-unisex-edp-100ml,Thomas Kosmala No.10 Desir Du Coeur-unisex-edp-100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,31.25,33.75,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2026-03-15T213709.187.jpg?v=1773603462&width=600,1,Thomas Kosmala No.10 Desir Du Coeur-unisex-edp-100ml,FALSE,active
afnan-rare-carbon-unisex-edp-100ml,Afnan Rare Carbon-unisex-edp-100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,8.13,13.5,TRUE,TRUE,https://livish.com/cdn/shop/files/Rare_Carbon_1.webp?v=1755668871&width=600,1,Afnan Rare Carbon-unisex-edp-100ml,FALSE,active
armaf-odyssey-limoni-edp-unisex-100ml,Armaf Odyssey Limoni Edp Unisex 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,7.5,12.3,TRUE,TRUE,https://livish.com/cdn/shop/files/armaf-mens-odyssey-limoni-edp-spray-34-oz-fragrances-6294015188639_2.jpg?v=1757539191&width=600,1,Armaf Odyssey Limoni Edp Unisex 100ml,FALSE,active
les-senteurs-gourmandes-vanille-noire-edp-100ml,Les Senteurs Gourmandes-vanille Noire-edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,12.2,14.7,TRUE,TRUE,https://livish.com/cdn/shop/files/Screenshot2025-07-31155326.png?v=1755668911&width=600,1,Les Senteurs Gourmandes-vanille Noire-edp 100ml,FALSE,active
fugazzi-angel-dust-unisex-edp-spray-100ml,Fugazzi-angel Dust Unisex-edp  Spray 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,37.5,58.2,TRUE,TRUE,https://livish.com/cdn/shop/files/Angel-Dust-Fugazzi-1669300162.webp?v=1755669006&width=600,1,Fugazzi-angel Dust Unisex-edp  Spray 100ml,FALSE,active
franck-olivier-oud-vanille-unisex-edp-100ml-spray,Franck Olivier-oud Vanille Unisex-edp 100ml Spray,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,10.69,17.1,TRUE,TRUE,https://livish.com/cdn/shop/files/Screenshot2025-07-29115948.png?v=1755669009&width=600,1,Franck Olivier-oud Vanille Unisex-edp 100ml Spray,FALSE,active
haramain-amber-oud-aqua-dubai-unisex-extrait-de-parfum-100ml,Haramain - Amber Oud Aqua Dubai - Unisex - Extrait De Parfum 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,31.9,33.5,TRUE,TRUE,https://livish.com/cdn/shop/files/1483_solo.jpg?v=1755669468&width=600,1,Haramain - Amber Oud Aqua Dubai - Unisex - Extrait De Parfum 100ml,FALSE,active
lancome-idole-leau-de-parfum-100ml-women,Lancome Idole L'eau De Parfum-100ml- Women,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,36.25,61.05,TRUE,TRUE,https://livish.com/cdn/shop/files/idole-edp-l-lancome-365981.jpg?v=1755668280&width=600,1,Lancome Idole L'eau De Parfum-100ml- Women,FALSE,active
versace-crystal-noir-women-edp-90ml-for-women,Versace Crystal Noir-women-edp-90ml For Women,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,22.5,31.07,TRUE,TRUE,https://livish.com/cdn/shop/files/VERSACECRYSTALNOIR-WOMEN-EDP-90ML.avif?v=1755668732&width=600,1,Versace Crystal Noir-women-edp-90ml For Women,FALSE,active
jennifer-lopez-live-women-edp-100ml,Jennifer Lopez Live-women-edp-100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,7.5,12.3,TRUE,TRUE,https://livish.com/cdn/shop/files/JENNIFERLOPEZLIVE-WOMEN-EDP-100ML.jpg?v=1755668828&width=600,1,Jennifer Lopez Live-women-edp-100ml,FALSE,active
fragrance-du-bois-sirene-parfum-75ml,Fragrance Du Bois-sirene-parfum 75ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,79.6,107.7,TRUE,TRUE,https://livish.com/cdn/shop/files/Screenshot2025-07-29104707.png?v=1755669013&width=600,1,Fragrance Du Bois-sirene-parfum 75ml,FALSE,active
escentric-molecules-escentric-01-edt-100ml,Escentric Molecules-escentric 01 Edt 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,75.0,80.0,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2026-03-01T115234.370.jpg?v=1772358788&width=600,1,Escentric Molecules-escentric 01 Edt 100ml,FALSE,active
haramain-chateau-de-la-haramain-dor-eau-de-parfum-100ml,Haramain - Chateau De La Haramain D'or Eau De Parfum 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,9.9,13.0,TRUE,TRUE,https://livish.com/cdn/shop/files/ahp_1859_chateau_delaalaharamain_d_or_bottle.jpg?v=1755669603&width=600,1,Haramain - Chateau De La Haramain D'or Eau De Parfum 100ml,FALSE,active
naseem-perfumes-asmira-mirror-perfume-100ml,Naseem Perfumes Asmira -  Mirror Perfume 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,10.0,20.0,TRUE,TRUE,https://livish.com/cdn/shop/files/ASMIRA__story_1.webp?v=1755670757&width=600,1,Naseem Perfumes Asmira -  Mirror Perfume 100ml,FALSE,active
nobile-1942-la-danza-delle-libellule-unisex-extrait-exceptional-edition-75ml,Nobile 1942 La Danza delle Libellule Unisex Extrait  Exceptional Edition 75ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,41.25,44.55,TRUE,TRUE,https://livish.com/cdn/shop/files/EXFLB201-Exceptional-Edition-La-Danza-delle-libellule-1_c927c626-c601-4c7e-93fa-513666fb6df8.png?v=1774961042&width=600,1,Nobile 1942 La Danza delle Libellule Unisex Extrait  Exceptional Edition 75ml,FALSE,active
seven-flor-de-hibisco-women-edp-100ml,Seven Flor De Hibisco Women edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,9.38,10.13,TRUE,TRUE,https://livish.com/cdn/shop/files/6F69ABC5-BDFE-4A8A-938A-87A12108216E_1800x1800_webp.webp?v=1774955240&width=600,1,Seven Flor De Hibisco Women edp 100ml,FALSE,active
lattafa-pride-eternal-oud-unisex-edp-100ml,Lattafa Pride Eternal Oud Unisex Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,8.75,9.45,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2026-03-23T160725.420.jpg?v=1774274897&width=600,1,Lattafa Pride Eternal Oud Unisex Edp 100ml,FALSE,active
lattafa-pride-la-collection-dantiquites-1505-watch-unisex-edp-100ml,Lattafa Pride La Collection D'antiquites 1505 Watch Unisex Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,6.25,6.75,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2026-03-22T193945.250.jpg?v=1774201330&width=600,1,Lattafa Pride La Collection D'antiquites 1505 Watch Unisex Edp 100ml,FALSE,active
lattafa-ramz-lattafa-silver-men-edp-100ml,Lattafa Ramz Lattafa Silver Men Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,2.81,3.04,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2026-03-22T184514.664.jpg?v=1774198044&width=600,1,Lattafa Ramz Lattafa Silver Men Edp 100ml,FALSE,active
lattafa-mishlah-unisex-edp-100ml,Lattafa Mishlah Unisex Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,5.63,6.08,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2026-03-19T153801.511.jpg?v=1773927585&width=600,1,Lattafa Mishlah Unisex Edp 100ml,FALSE,active
lattafa-hayaati-black-men-edp-100ml,Lattafa Hayaati Black Men Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,2.81,3.04,TRUE,TRUE,https://livish.com/cdn/shop/files/square-image-2026-03-19T144608.967.jpg?v=1773924452&width=600,1,Lattafa Hayaati Black Men Edp 100ml,FALSE,active
ard-al-zaafaran-jazzab-silver-men-edp-100ml,Ard Al Zaafaran Jazzab Silver Men Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,3.75,4.05,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2026-03-19T140346.654.jpg?v=1773921901&width=600,1,Ard Al Zaafaran Jazzab Silver Men Edp 100ml,FALSE,active
french-avenue-grow-unisex-extrait-de-parfum-100ml,French Avenue Grow Unisex Extrait de Parfum 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,10.0,10.8,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2026-03-16T133839.043.jpg?v=1773661260&width=600,1,French Avenue Grow Unisex Extrait de Parfum 100ml,FALSE,active
rasasi-hawas-london-for-men-eau-de-parfum-100ml,Rasasi Hawas London For Men Eau De Parfum 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,12.5,14.0,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2026-03-15T121030.970.jpg?v=1773569602&width=600,1,Rasasi Hawas London For Men Eau De Parfum 100ml,FALSE,active
givenchy-very-irresistible-women-edt-75ml,Givenchy Very Irresistible-women-edt-75ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,25.0,26.67,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2026-03-10T151057.979.jpg?v=1773148304&width=600,1,Givenchy Very Irresistible-women-edt-75ml,FALSE,active
kenzo-homme-edt-110ml,Kenzo Homme Edt 110ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,18.0,20.25,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2026-03-07T161258.893.jpg?v=1772892838&width=600,1,Kenzo Homme Edt 110ml,FALSE,active
guerlain-homme-edp-100ml,Guerlain Homme Edp 100ML,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,26.4,29.7,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2026-03-07T143640.426.jpg?v=1772887096&width=600,1,Guerlain Homme Edp 100ML,FALSE,active
amouage-decision-unisex-edp-100ml,Amouage Decision Unisex Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,128.0,130.25,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2026-03-01T213502.751.jpg?v=1772393925&width=600,1,Amouage Decision Unisex Edp 100ml,FALSE,active
naseem-perfumes-blue-musk-55ml,Naseem Perfumes Blue Musk - 55ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,2.0,5.0,TRUE,TRUE,https://livish.com/cdn/shop/files/Blue_Musk_Bottle.webp?v=1772012631&width=600,1,Naseem Perfumes Blue Musk - 55ml,FALSE,active
naseem-perfumes-serene-edp-55ml,Naseem Perfumes Serene EDP 55ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,2.0,5.0,TRUE,TRUE,https://livish.com/cdn/shop/files/Serene_Bottle.webp?v=1772010908&width=600,1,Naseem Perfumes Serene EDP 55ml,FALSE,active
naseem-perfumes-inferno-80ml,Naseem Perfumes Inferno - 80ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,5.0,7.5,TRUE,TRUE,https://livish.com/cdn/shop/files/1_42_234ce840-cafc-45ab-9270-02bb5c7f1a9d.jpg?v=1772009305&width=600,1,Naseem Perfumes Inferno - 80ml,FALSE,active
naseem-perfumes-peak-pulse-50ml,Naseem Perfumes Peak Pulse - 50ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,5.0,7.5,TRUE,TRUE,https://livish.com/cdn/shop/files/1_41_47aba4eb-fdb5-4bb3-9d73-d4703c8eaa67.jpg?v=1772008223&width=600,1,Naseem Perfumes Peak Pulse - 50ml,FALSE,active
naseem-perfumes-power-80ml,Naseem Perfumes Power 80ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,5.0,7.5,TRUE,TRUE,https://livish.com/cdn/shop/files/Power-80ml_NaseemPerfumes_1000x1000px.jpg?v=1771937533&width=600,1,Naseem Perfumes Power 80ml,FALSE,active
maison-alhambra-camille-for-women-edp-100ml,Maison Alhambra Camille For Women Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,3.75,5.0,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2026-02-14T132421.970.jpg?v=1771068307&width=600,1,Maison Alhambra Camille For Women Edp 100ml,FALSE,active
maison-alhambra-your-touch-men-edp-100ml,Maison Alhambra Your Touch Men Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,3.13,4.2,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2026-02-14T124025.998.jpg?v=1771066131&width=600,1,Maison Alhambra Your Touch Men Edp 100ml,FALSE,active
maison-alhambra-your-touch-amber-unisex-edp-100ml,Maison Alhambra Your Touch Amber Unisex Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,3.13,4.2,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2026-02-14T123545.614.jpg?v=1771065444&width=600,1,Maison Alhambra Your Touch Amber Unisex Edp 100ml,FALSE,active
maison-alhambra-la-voie-women-edp-100ml,Maison Alhambra La Voie Women Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,3.13,4.2,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2026-02-14T113800.153.jpg?v=1771061930&width=600,1,Maison Alhambra La Voie Women Edp 100ml,FALSE,active
maison-alhambra-chants-tenderina-women-edp-100ml,Maison Alhambra Chants Tenderina Women Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,3.13,4.2,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2026-02-14T112550.536.jpg?v=1771061311&width=600,1,Maison Alhambra Chants Tenderina Women Edp 100ml,FALSE,active
maison-alhambra-victorioso-legacy-men-edp-100ml,Maison Alhambra Victorioso Legacy Men Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,3.13,4.2,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2026-02-14T105641.067.jpg?v=1771059444&width=600,1,Maison Alhambra Victorioso Legacy Men Edp 100ml,FALSE,active
maison-alhambra-sugar-me-candy-floss-women-edp-100ml,Maison Alhambra Sugar Me Candy Floss Women Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,5.0,6.6,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2026-02-14T104706.422.jpg?v=1771058879&width=600,1,Maison Alhambra Sugar Me Candy Floss Women Edp 100ml,FALSE,active
maison-alhambra-jean-lowe-vibe-unisex-edp-100ml,Maison Alhambra Jean Lowe Vibe Unisex Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,5.0,6.6,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2026-02-14T103624.516.jpg?v=1771058256&width=600,1,Maison Alhambra Jean Lowe Vibe Unisex Edp 100ml,FALSE,active
maison-alhambra-philos-centro-unisex-edp-100ml,Maison Alhambra Philos Centro Unisex Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,3.13,4.2,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2026-02-14T102258.313.jpg?v=1771057492&width=600,1,Maison Alhambra Philos Centro Unisex Edp 100ml,FALSE,active
maison-alhambra-karat-unisex-edp-100ml,Maison Alhambra Karat Unisex Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,3.75,5.0,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2026-02-12T144040.363.jpg?v=1770900235&width=600,1,Maison Alhambra Karat Unisex Edp 100ml,FALSE,active
maison-alhambra-iii-limpressio-femme-edp-100ml,Maison Alhambra III L'impressio Femme Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,3.13,4.2,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2026-02-12T125441.856.jpg?v=1770893755&width=600,1,Maison Alhambra III L'impressio Femme Edp 100ml,FALSE,active
maison-alhambra-philos-opus-noir-unisex-edp-100ml,Maison Alhambra Philos Opus Noir Unisex Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,3.13,4.2,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2026-02-12T122252.873.jpg?v=1770891854&width=600,1,Maison Alhambra Philos Opus Noir Unisex Edp 100ml,FALSE,active
maison-alhambra-pacific-blue-unisex-edp-80ml,Maison Alhambra Pacific Blue Unisex Edp 80ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,4.38,5.8,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2026-02-12T121831.557.jpg?v=1770891596&width=600,1,Maison Alhambra Pacific Blue Unisex Edp 80ml,FALSE,active
maison-alhambra-philos-rosso-unisex-edp-100ml,Maison Alhambra Philos Rosso Unisex Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,3.13,4.2,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2026-02-12T121157.614.jpg?v=1770891217&width=600,1,Maison Alhambra Philos Rosso Unisex Edp 100ml,FALSE,active
maison-alhambra-monocline-02-essence-unisex-edp-100ml,Maison Alhambra Monocline 02 Essence Unisex Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,3.13,4.2,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2026-02-12T110010.922.jpg?v=1770886865&width=600,1,Maison Alhambra Monocline 02 Essence Unisex Edp 100ml,FALSE,active
maison-alhambra-kingsman-edp-100ml,Maison Alhambra Kingsman Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,3.13,4.2,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2026-02-12T105336.333.jpg?v=1770886487&width=600,1,Maison Alhambra Kingsman Edp 100ml,FALSE,active
lattafa-atheeri-women-edp-100ml,Lattafa Atheeri Women Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,8.75,11.5,TRUE,TRUE,https://livish.com/cdn/shop/files/square-image_3_d7202362-8a64-4d1b-b145-49e55c348e38.jpg?v=1770801955&width=600,1,Lattafa Atheeri Women Edp 100ml,FALSE,active
lattafa-maahir-legacy-men-edp-100ml,Lattafa Maahir Legacy Men Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,5.63,7.4,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2026-02-11T100428.530.jpg?v=1770797128&width=600,1,Lattafa Maahir Legacy Men Edp 100ml,FALSE,active
lattafa-fakhar-gold-for-women-eau-de-parfum-100ml,Lattafa Fakhar Gold For Women Eau De Parfum 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,5.0,6.6,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2026-02-11T092626.143.jpg?v=1770795098&width=600,1,Lattafa Fakhar Gold For Women Eau De Parfum 100ml,FALSE,active
lattafa-badee-al-oud-unisex-edp-100ml,Lattafa Badee Al Oud Unisex Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,6.25,8.2,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2026-02-11T090348.462.jpg?v=1770793442&width=600,1,Lattafa Badee Al Oud Unisex Edp 100ml,FALSE,active
lattafa-pride-vintage-radio-unisex-edp-100ml,Lattafa Pride Vintage Radio Unisex Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,7.5,9.8,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2026-02-10T144951.726.jpg?v=1770727866&width=600,1,Lattafa Pride Vintage Radio Unisex Edp 100ml,FALSE,active
rasasi-hawas-edp-100-ml,Rasasi Hawas Edp 100 Ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,12.5,18.0,TRUE,TRUE,https://livish.com/cdn/shop/files/feel22packshots_25_2daa71f6-7498-4740-b136-b82e2999b26b.webp?v=1769523234&width=600,1,Rasasi Hawas Edp 100 Ml,FALSE,active
yves-saint-laurent-lhomme-eau-de-toilette-200ml,Yves Saint Laurent L'Homme Eau de Toilette  200ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,43.75,58.0,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2026-01-20T122219.664.jpg?v=1768904587&width=600,1,Yves Saint Laurent L'Homme Eau de Toilette  200ml,FALSE,active
khadlaj-titan-men-edp-100ml,Khadlaj Titan Men Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,8.57,10.0,TRUE,TRUE,https://livish.com/cdn/shop/files/square-image-2026-01-14T125422.063.jpg?v=1768388139&width=600,1,Khadlaj Titan Men Edp 100ml,FALSE,active
armaf-odyssey-aqua-men-edp-100ml,Armaf Odyssey Aqua Men Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,8.57,11.0,TRUE,TRUE,https://livish.com/cdn/shop/files/Armaf-Odyssey-Aqua-Edition-EDP-For-Men-100ML-1731403407539.webp?v=1768387244&width=600,1,Armaf Odyssey Aqua Men Edp 100ml,FALSE,active
brandy-oud-rose-men-extrait-de-pafrum-100ml,Brandy Oud & Rose-men-extrait De Pafrum-100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,5.0,9.8,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-12-07T153318.085.jpg?v=1765114473&width=600,1,Brandy Oud & Rose-men-extrait De Pafrum-100ml,FALSE,active
